Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-23 2:28:00,02:28:00,CNR7902462139,Success,CID268803,Prime Plus,Kadugodi,Vijayanagar,273,105,null,null,No,null,149,Credit Card,3,4.4,4.8,#NAME?
2024-07-13 12:57:00,12:57:00,CNR7742539248,Canceled by Driver,CID861958,eBike,Shivajinagar,Langford Town,null,null,null,Customer was coughing/sick,null,null,304,null,0,null,null,#NAME?
2024-07-09 8:31:00,08:31:00,CNR8667872218,Success,CID715666,Auto,Ulsoor,Tumkur Road,112,100,null,null,No,null,169,Cash,14,4.2,3.2,#NAME?
2024-07-13 13:54:00,13:54:00,CNR4777287021,Canceled by Driver,CID848866,Prime Sedan,Marathahalli,JP Nagar,null,null,null,Customer was coughing/sick,null,null,1706,null,0,null,null,#NAME?
2024-07-27 8:12:00,08:12:00,CNR2814520574,Success,CID217995,Auto,Frazer Town,Mysore Road,168,145,null,null,No,null,362,Cash,9,4,5,#NAME?
2024-07-22 9:26:00,09:26:00,CNR8006881850,Success,CID656619,eBike,Ulsoor,Hulimavu,105,140,null,null,Yes,Vehicle Breakdown,143,Cash,39,3.7,3.2,#NAME?
2024-07-23 12:13:00,12:13:00,CNR9876204456,Canceled by Customer,CID771418,Prime SUV,Frazer Town,Hebbal,null,null,Driver is not moving towards pickup location,null,null,null,215,null,0,null,null,#NAME?
2024-07-07 19:18:00,19:18:00,CNR7004675844,Canceled by Driver,CID107755,Bike,Hosur Road,Peenya,null,null,null,Personal & Car related issue,null,null,606,null,0,null,null,#NAME?
2024-07-28 3:17:00,03:17:00,CNR5068128356,Success,CID808299,Bike,KR Puram,KR Puram,294,60,null,null,No,null,535,UPI,26,3.8,4.2,#NAME?
2024-07-27 17:08:00,17:08:00,CNR6946489918,Canceled by Driver,CID748176,Mini,Frazer Town,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,187,null,0,null,null,#NAME?
2024-07-25 15:35:00,15:35:00,CNR5689429824,Canceled by Driver,CID725218,Prime Plus,Hulimavu,Shivajinagar,null,null,null,Customer related issue,null,null,406,null,0,null,null,#NAME?
2024-07-30 10:38:00,10:38:00,CNR8567304515,Success,CID617294,Bike,MG Road,Chickpet,245,90,null,null,No,null,320,UPI,6,4.1,3.6,#NAME?
2024-07-22 14:25:00,14:25:00,CNR2273708608,Success,CID282517,Prime Plus,Basavanagudi,Devanahalli,231,40,null,null,No,null,455,Cash,1,4.4,3.4,#NAME?
2024-07-19 6:58:00,06:58:00,CNR3743814186,Success,CID381808,Mini,Whitefield,Bannerghatta Road,259,55,null,null,No,null,414,UPI,15,4.4,4.9,#NAME?
2024-07-05 23:37:00,23:37:00,CNR6956996829,Success,CID131219,Mini,Frazer Town,Ramamurthy Nagar,308,140,null,null,No,null,432,UPI,11,4.7,5,#NAME?
2024-07-26 21:21:00,21:21:00,CNR9785626952,Success,CID627296,Prime Sedan,MG Road,Ulsoor,105,90,null,null,No,null,336,Credit Card,36,4.6,4.2,#NAME?
2024-07-20 0:35:00,00:35:00,CNR8032006432,Driver Not Found,CID762613,Auto,Richmond Town,Hennur,null,null,null,null,null,null,418,null,0,null,null,#NAME?
2024-07-25 8:03:00,08:03:00,CNR7358713066,Success,CID717067,Prime Sedan,Shivajinagar,Bannerghatta Road,77,55,null,null,No,null,115,UPI,30,3.3,3.6,#NAME?
2024-07-27 4:46:00,04:46:00,CNR2939009779,Success,CID725417,Prime Plus,BTM Layout,HSR Layout,231,115,null,null,No,null,293,UPI,7,4.4,3.6,#NAME?
2024-07-05 21:42:00,21:42:00,CNR4262420811,Success,CID467027,Auto,Vijayanagar,Sarjapur Road,273,130,null,null,No,null,122,UPI,5,4.1,3.1,#NAME?
2024-07-22 13:21:00,13:21:00,CNR7508643947,Success,CID504160,Prime Sedan,Majestic,Nagarbhavi,49,90,null,null,No,null,364,Credit Card,20,3.7,3.2,#NAME?
2024-07-13 7:46:00,07:46:00,CNR3422666263,Canceled by Customer,CID121755,Mini,Shivajinagar,Ulsoor,null,null,Driver is not moving towards pickup location,null,null,null,157,null,0,null,null,#NAME?
2024-07-28 23:43:00,23:43:00,CNR5841432179,Success,CID381963,eBike,Electronic City,Kengeri,210,60,null,null,No,null,419,Cash,4,4.1,3.5,#NAME?
2024-07-08 17:49:00,17:49:00,CNR1126738356,Success,CID966727,Mini,HSR Layout,Rajarajeshwari Nagar,119,105,null,null,No,null,976,Cash,5,4.2,3.2,#NAME?
2024-07-23 20:51:00,20:51:00,CNR2131346549,Canceled by Driver,CID850254,Prime SUV,Shivajinagar,Hulimavu,null,null,null,Customer was coughing/sick,null,null,382,null,0,null,null,#NAME?
2024-07-24 8:49:00,08:49:00,CNR6177296688,Canceled by Driver,CID894529,Bike,Devanahalli,Chickpet,null,null,null,Personal & Car related issue,null,null,473,null,0,null,null,#NAME?
2024-07-15 15:59:00,15:59:00,CNR2411443271,Canceled by Customer,CID964775,Prime Plus,Padmanabhanagar,Whitefield,null,null,Driver asked to cancel,null,null,null,256,null,0,null,null,#NAME?
2024-07-29 19:21:00,19:21:00,CNR8062397952,Canceled by Driver,CID682674,eBike,Langford Town,Frazer Town,null,null,null,Customer was coughing/sick,null,null,364,null,0,null,null,#NAME?
2024-07-26 6:28:00,06:28:00,CNR5276798992,Success,CID487616,Prime SUV,Mysore Road,Hosur Road,189,40,null,null,No,null,924,Cash,13,3.2,4.2,#NAME?
2024-07-27 3:25:00,03:25:00,CNR8209801509,Success,CID309933,Prime SUV,Electronic City,Banashankari,133,25,null,null,No,null,213,Cash,20,4.4,3.7,#NAME?
2024-07-07 16:30:00,16:30:00,CNR9640315014,Success,CID925123,Auto,Varthur,KR Puram,280,105,null,null,Yes,Vehicle Breakdown,239,Cash,5,3.4,4.8,#NAME?
2024-07-11 12:38:00,12:38:00,CNR7341439005,Driver Not Found,CID704097,Auto,Koramangala,Rajajinagar,null,null,null,null,null,null,2095,null,0,null,null,#NAME?
2024-07-14 10:08:00,10:08:00,CNR6636995039,Canceled by Driver,CID654549,Mini,Mysore Road,Electronic City,null,null,null,Personal & Car related issue,null,null,1709,null,0,null,null,#NAME?
2024-07-13 0:07:00,00:07:00,CNR3627223827,Driver Not Found,CID307719,Auto,Hennur,Kammanahalli,null,null,null,null,null,null,133,null,0,null,null,#NAME?
2024-07-26 14:32:00,14:32:00,CNR4414848220,Success,CID138759,Bike,KR Puram,Magadi Road,245,110,null,null,No,null,125,Cash,15,4.8,3.9,#NAME?
2024-07-09 10:09:00,10:09:00,CNR7377359822,Success,CID106497,eBike,Hulimavu,Rajajinagar,154,105,null,null,No,null,131,Cash,38,4.1,4.2,#NAME?
2024-07-29 20:27:00,20:27:00,CNR2501573878,Success,CID151737,Bike,JP Nagar,Shivajinagar,147,25,null,null,No,null,111,Cash,38,3.6,4.2,#NAME?
2024-07-22 17:57:00,17:57:00,CNR8753734820,Success,CID865308,Bike,JP Nagar,Basavanagudi,280,115,null,null,Yes,Vehicle Breakdown,222,UPI,34,3.5,4.3,#NAME?
2024-07-01 0:06:00,00:06:00,CNR1899273989,Success,CID867477,eBike,Bannerghatta Road,Banashankari,70,85,null,null,No,null,438,UPI,3,4.4,4.2,#NAME?
2024-07-21 7:57:00,07:57:00,CNR7596933587,Success,CID420764,Bike,Bellandur,Electronic City,91,125,null,null,No,null,482,UPI,11,4.2,4.5,#NAME?
2024-07-06 20:09:00,20:09:00,CNR8011056843,Success,CID350159,Prime SUV,Shivajinagar,Vijayanagar,210,80,null,null,No,null,530,Cash,49,4.5,4.4,#NAME?
2024-07-11 19:09:00,19:09:00,CNR4153450977,Canceled by Customer,CID125218,Prime Plus,Richmond Town,Richmond Town,null,null,Wrong Address,null,null,null,142,null,0,null,null,#NAME?
2024-07-18 6:55:00,06:55:00,CNR3497641225,Canceled by Driver,CID873478,Auto,KR Puram,Magadi Road,null,null,null,Customer was coughing/sick,null,null,232,null,0,null,null,#NAME?
2024-07-04 10:21:00,10:21:00,CNR9921403206,Canceled by Driver,CID861566,eBike,Whitefield,Malleshwaram,null,null,null,Customer related issue,null,null,497,null,0,null,null,#NAME?
2024-07-11 10:58:00,10:58:00,CNR1218333218,Success,CID631166,Auto,Kadugodi,Sarjapur Road,217,60,null,null,No,null,459,UPI,5,3.5,4.1,#NAME?
2024-07-04 12:58:00,12:58:00,CNR3439112516,Success,CID305554,Auto,JP Nagar,Varthur,196,115,null,null,No,null,870,UPI,16,3.6,3.5,#NAME?
2024-07-30 19:00:00,19:00:00,CNR6639357811,Driver Not Found,CID464784,Auto,Sarjapur Road,Malleshwaram,null,null,null,null,null,null,218,null,0,null,null,#NAME?
2024-07-08 10:31:00,10:31:00,CNR9162328839,Success,CID216104,Mini,Kengeri,Mysore Road,280,50,null,null,No,null,296,UPI,44,3.5,3.3,#NAME?
2024-07-04 16:03:00,16:03:00,CNR5333107861,Success,CID496513,Prime Sedan,Langford Town,Majestic,224,55,null,null,Yes,Customer Demand,560,Cash,41,4.8,3.3,#NAME?
2024-07-24 12:32:00,12:32:00,CNR4821478442,Success,CID900664,Bike,BTM Layout,Malleshwaram,266,35,null,null,No,null,386,Cash,48,4.5,3.8,#NAME?
2024-07-24 16:10:00,16:10:00,CNR4549394032,Canceled by Customer,CID184486,Bike,Peenya,MG Road,null,null,Driver is not moving towards pickup location,null,null,null,198,null,0,null,null,#NAME?
2024-07-13 13:16:00,13:16:00,CNR8855613996,Canceled by Driver,CID862976,eBike,Hosur Road,Bellandur,null,null,null,Customer related issue,null,null,873,null,0,null,null,#NAME?
2024-07-18 14:52:00,14:52:00,CNR9436862407,Driver Not Found,CID191150,Prime SUV,Kengeri,Nagarbhavi,null,null,null,null,null,null,153,null,0,null,null,#NAME?
2024-07-16 0:45:00,00:45:00,CNR9720266856,Canceled by Customer,CID434648,Prime Sedan,Ramamurthy Nagar,MG Road,null,null,Driver is not moving towards pickup location,null,null,null,991,null,0,null,null,#NAME?
2024-07-20 21:55:00,21:55:00,CNR4338395694,Success,CID417486,Mini,Chickpet,Hosur Road,308,90,null,null,No,null,449,Cash,49,4.2,4.6,#NAME?
2024-07-03 7:52:00,07:52:00,CNR8625802620,Success,CID712395,Auto,Tumkur Road,Kadugodi,42,45,null,null,Yes,Vehicle Breakdown,376,Cash,5,3.9,4.5,#NAME?
2024-07-22 6:10:00,06:10:00,CNR3202719231,Success,CID437116,Prime Plus,Kammanahalli,KR Puram,175,110,null,null,No,null,302,Cash,32,4,4.3,#NAME?
2024-07-26 14:19:00,14:19:00,CNR8366495630,Canceled by Driver,CID470152,Bike,Chamarajpet,Basavanagudi,null,null,null,More than permitted people in there,null,null,330,null,0,null,null,#NAME?
2024-07-12 1:00:00,01:00:00,CNR7619909629,Success,CID963462,eBike,Magadi Road,Vijayanagar,42,55,null,null,No,null,840,Cash,12,4.3,3,#NAME?
2024-07-23 7:35:00,07:35:00,CNR3798955541,Success,CID978255,Bike,Yelahanka,Shantinagar,112,25,null,null,No,null,100,Cash,15,3.2,5,#NAME?
2024-07-29 10:58:00,10:58:00,CNR4299153781,Canceled by Driver,CID309116,Mini,Sarjapur Road,Kadugodi,null,null,null,Customer related issue,null,null,107,null,0,null,null,#NAME?
2024-07-18 11:48:00,11:48:00,CNR9836092184,Success,CID470288,Prime SUV,Peenya,Basavanagudi,294,105,null,null,Yes,Customer Demand,672,Cash,48,4.5,4.3,#NAME?
2024-07-02 12:53:00,12:53:00,CNR3337526845,Canceled by Driver,CID636593,Prime Plus,Cox Town,Nagarbhavi,null,null,null,Customer related issue,null,null,516,null,0,null,null,#NAME?
2024-07-08 1:21:00,01:21:00,CNR6478962310,Driver Not Found,CID621612,Prime Plus,Sarjapur Road,Vijayanagar,null,null,null,null,null,null,1246,null,0,null,null,#NAME?
2024-07-22 6:20:00,06:20:00,CNR4740656623,Success,CID349921,Mini,Hulimavu,Ulsoor,273,95,null,null,No,null,241,Cash,1,3.8,3.5,#NAME?
2024-07-20 5:32:00,05:32:00,CNR3658268348,Success,CID633050,Auto,Ramamurthy Nagar,MG Road,56,30,null,null,No,null,554,Cash,3,4.3,4.4,#NAME?
2024-07-13 4:18:00,04:18:00,CNR5267843854,Success,CID883210,Mini,Rajarajeshwari Nagar,MG Road,161,95,null,null,No,null,164,UPI,24,4.3,3.5,#NAME?
2024-07-23 2:03:00,02:03:00,CNR6989495571,Success,CID119206,eBike,Langford Town,Rajajinagar,161,130,null,null,No,null,2256,UPI,31,3.9,4.3,#NAME?
2024-07-01 19:35:00,19:35:00,CNR1215296700,Canceled by Customer,CID739831,Prime Plus,HSR Layout,Marathahalli,null,null,Driver is not moving towards pickup location,null,null,null,177,null,0,null,null,#NAME?
2024-07-19 13:23:00,13:23:00,CNR6663740614,Success,CID833454,Mini,Frazer Town,Bellandur,119,65,null,null,No,null,1642,UPI,41,3.4,4.8,#NAME?
2024-07-14 17:14:00,17:14:00,CNR4528847988,Success,CID936511,Prime Sedan,Indiranagar,Devanahalli,126,55,null,null,No,null,418,UPI,44,3.8,3.8,#NAME?
2024-07-04 3:39:00,03:39:00,CNR7420759772,Success,CID985584,Bike,Varthur,Hennur,154,40,null,null,No,null,194,Credit Card,22,4.5,4.5,#NAME?
2024-07-27 6:14:00,06:14:00,CNR4680227774,Success,CID654991,Prime SUV,Vijayanagar,Shivajinagar,245,55,null,null,No,null,1085,Cash,19,4.7,4.1,#NAME?
2024-07-19 23:53:00,23:53:00,CNR3547674881,Success,CID641888,Prime SUV,Sahakar Nagar,Rajajinagar,91,30,null,null,No,null,148,Cash,46,3.5,5,#NAME?
2024-07-14 20:52:00,20:52:00,CNR7359273652,Success,CID302004,Prime Plus,Padmanabhanagar,Shivajinagar,119,115,null,null,No,null,738,Cash,25,3.6,3.3,#NAME?
2024-07-30 21:01:00,21:01:00,CNR3746210695,Success,CID965987,Bike,Tumkur Road,Vijayanagar,294,120,null,null,No,null,731,Cash,13,3.9,3.7,#NAME?
2024-07-22 10:16:00,10:16:00,CNR7672199668,Success,CID963901,Mini,Koramangala,Banashankari,238,45,null,null,No,null,223,Cash,23,4.8,4.5,#NAME?
2024-07-03 4:20:00,04:20:00,CNR9546453285,Canceled by Customer,CID582485,Mini,Tumkur Road,Majestic,null,null,Driver asked to cancel,null,null,null,1084,null,0,null,null,#NAME?
2024-07-29 19:39:00,19:39:00,CNR7222571986,Driver Not Found,CID447180,eBike,Chamarajpet,Indiranagar,null,null,null,null,null,null,464,null,0,null,null,#NAME?
2024-07-26 8:08:00,08:08:00,CNR5024311704,Driver Not Found,CID520417,Prime SUV,Hosur Road,Kadugodi,null,null,null,null,null,null,698,null,0,null,null,#NAME?
2024-07-02 8:44:00,08:44:00,CNR8169596311,Success,CID636104,Bike,BTM Layout,Shantinagar,301,80,null,null,No,null,190,Credit Card,35,4.8,3.8,#NAME?
2024-07-03 4:47:00,04:47:00,CNR4990733314,Driver Not Found,CID805970,Prime Sedan,Kengeri,Magadi Road,null,null,null,null,null,null,541,null,0,null,null,#NAME?
2024-07-14 11:35:00,11:35:00,CNR5578200429,Success,CID374274,Mini,Electronic City,Kadugodi,189,75,null,null,Yes,Customer Demand,125,Cash,11,3.4,3.6,#NAME?
2024-07-04 5:01:00,05:01:00,CNR5349941675,Success,CID167280,Bike,HSR Layout,RT Nagar,245,80,null,null,No,null,169,Credit Card,12,3.8,4.6,#NAME?
2024-07-27 12:08:00,12:08:00,CNR8427362099,Success,CID489235,Mini,HSR Layout,Shantinagar,196,55,null,null,No,null,483,Cash,20,4.5,3.7,#NAME?
2024-07-15 23:25:00,23:25:00,CNR5980633148,Success,CID717018,Prime SUV,Magadi Road,Shantinagar,168,110,null,null,No,null,1806,UPI,20,3,3.7,#NAME?
2024-07-06 3:37:00,03:37:00,CNR5688619552,Success,CID863478,Mini,Bannerghatta Road,Basavanagudi,35,90,null,null,No,null,314,Cash,15,4.8,3.3,#NAME?
2024-07-23 16:17:00,16:17:00,CNR4563728738,Success,CID615515,Mini,Langford Town,Chickpet,287,125,null,null,No,null,496,UPI,10,4.7,3.3,#NAME?
2024-07-17 16:50:00,16:50:00,CNR3589071213,Success,CID371692,Mini,Rajarajeshwari Nagar,Marathahalli,308,125,null,null,No,null,429,Cash,1,3.4,4.7,#NAME?
2024-07-30 6:03:00,06:03:00,CNR1737779680,Canceled by Driver,CID584722,Mini,Sahakar Nagar,Hennur,null,null,null,Personal & Car related issue,null,null,2030,null,0,null,null,#NAME?
2024-07-04 18:29:00,18:29:00,CNR4978786386,Success,CID535786,Bike,Kammanahalli,Varthur,238,75,null,null,No,null,154,Cash,10,3.6,4.1,#NAME?
2024-07-29 5:04:00,05:04:00,CNR1299330098,Success,CID397377,Auto,KR Puram,Yeshwanthpur,91,95,null,null,No,null,451,UPI,13,3.6,3.1,#NAME?
2024-07-23 13:13:00,13:13:00,CNR7768553468,Success,CID400613,eBike,Nagarbhavi,Vijayanagar,154,40,null,null,No,null,318,Cash,46,3.8,3.9,#NAME?
2024-07-08 7:21:00,07:21:00,CNR7849239966,Success,CID148227,Prime Plus,Hosur Road,Yelahanka,42,90,null,null,No,null,212,Cash,49,4.9,3.6,#NAME?
2024-07-07 11:33:00,11:33:00,CNR8266439781,Success,CID301162,Prime Sedan,Cox Town,Ulsoor,35,35,null,null,No,null,210,Cash,13,4.7,3.6,#NAME?
2024-07-29 6:49:00,06:49:00,CNR7009223758,Success,CID727470,Prime Plus,Nagarbhavi,HSR Layout,266,90,null,null,No,null,774,Cash,43,3.8,4.9,#NAME?
2024-07-03 5:30:00,05:30:00,CNR7392484753,Success,CID844362,Bike,Cox Town,KR Puram,231,80,null,null,No,null,479,UPI,26,4.2,4.5,#NAME?
2024-07-20 12:04:00,12:04:00,CNR2722278169,Canceled by Customer,CID730376,Bike,Frazer Town,Tumkur Road,null,null,Driver is not moving towards pickup location,null,null,null,381,null,0,null,null,#NAME?
2024-07-28 15:18:00,15:18:00,CNR3635653182,Success,CID920316,Bike,Basavanagudi,Sahakar Nagar,252,105,null,null,No,null,575,UPI,21,4.5,3.2,#NAME?
2024-07-24 23:02:00,23:02:00,CNR1129266035,Success,CID163810,Prime Plus,HSR Layout,Richmond Town,63,125,null,null,No,null,247,UPI,17,3.3,4,#NAME?
2024-07-02 5:16:00,05:16:00,CNR6456628850,Canceled by Driver,CID884651,Mini,Cox Town,Sahakar Nagar,null,null,null,Personal & Car related issue,null,null,379,null,0,null,null,#NAME?
2024-07-26 0:52:00,00:52:00,CNR3350676400,Success,CID225841,Mini,Rajajinagar,Yeshwanthpur,294,135,null,null,No,null,252,UPI,38,4.1,4.7,#NAME?
2024-07-22 6:16:00,06:16:00,CNR7027253562,Driver Not Found,CID417695,Prime SUV,Basavanagudi,BTM Layout,null,null,null,null,null,null,247,null,0,null,null,#NAME?
2024-07-09 7:33:00,07:33:00,CNR4621791572,Canceled by Customer,CID120357,Bike,Shantinagar,Tumkur Road,null,null,Driver is not moving towards pickup location,null,null,null,306,null,0,null,null,#NAME?
2024-07-06 3:47:00,03:47:00,CNR2207841588,Success,CID483715,eBike,Yelahanka,MG Road,203,135,null,null,No,null,368,Cash,21,4.2,3.4,#NAME?
2024-07-15 1:46:00,01:46:00,CNR1873386426,Success,CID612569,Prime SUV,RT Nagar,KR Puram,189,55,null,null,Yes,Customer Demand,769,UPI,29,4.5,4,#NAME?
2024-07-28 18:41:00,18:41:00,CNR9724491489,Success,CID811709,Mini,Basavanagudi,Cox Town,175,115,null,null,No,null,1090,UPI,23,4.9,3,#NAME?
2024-07-20 18:16:00,18:16:00,CNR9955810935,Canceled by Customer,CID678127,Auto,Chamarajpet,Koramangala,null,null,Driver asked to cancel,null,null,null,166,null,0,null,null,#NAME?
2024-07-19 14:51:00,14:51:00,CNR8377681643,Canceled by Driver,CID959093,Mini,Varthur,HSR Layout,null,null,null,Customer related issue,null,null,753,null,0,null,null,#NAME?
2024-07-09 9:21:00,09:21:00,CNR8821000888,Canceled by Driver,CID833100,Auto,MG Road,Kammanahalli,null,null,null,Personal & Car related issue,null,null,671,null,0,null,null,#NAME?
2024-07-07 18:51:00,18:51:00,CNR5710591765,Success,CID711163,Prime Sedan,RT Nagar,Peenya,182,35,null,null,No,null,824,Cash,43,4.4,4.2,#NAME?
2024-07-21 4:30:00,04:30:00,CNR4979588961,Canceled by Customer,CID481610,Bike,Kadugodi,Yeshwanthpur,null,null,Driver asked to cancel,null,null,null,506,null,0,null,null,#NAME?
2024-07-15 7:40:00,07:40:00,CNR6712679410,Success,CID554949,Bike,Hennur,HSR Layout,140,35,null,null,No,null,197,UPI,26,4.1,3.9,#NAME?
2024-07-05 12:42:00,12:42:00,CNR8567987145,Driver Not Found,CID957015,Auto,Yeshwanthpur,Electronic City,null,null,null,null,null,null,205,null,0,null,null,#NAME?
2024-07-18 12:11:00,12:11:00,CNR3981399789,Success,CID108073,Mini,Kengeri,Shantinagar,259,70,null,null,No,null,312,UPI,45,3.9,3,#NAME?
2024-07-16 21:50:00,21:50:00,CNR8328849775,Success,CID735816,Mini,Bellandur,Hennur,238,50,null,null,No,null,132,UPI,40,3.5,3.9,#NAME?
2024-07-22 5:41:00,05:41:00,CNR5818771484,Success,CID441037,Prime SUV,Nagarbhavi,Padmanabhanagar,140,70,null,null,No,null,230,UPI,13,3.7,4.8,#NAME?
2024-07-26 4:51:00,04:51:00,CNR9428462234,Success,CID361222,Prime Plus,Chamarajpet,Rajarajeshwari Nagar,35,125,null,null,No,null,696,Credit Card,33,4.9,4,#NAME?
2024-07-15 11:18:00,11:18:00,CNR9312079922,Success,CID775080,eBike,Marathahalli,Langford Town,119,35,null,null,No,null,223,UPI,33,3.3,4.6,#NAME?
2024-07-23 20:27:00,20:27:00,CNR4159990632,Success,CID805309,Auto,Hosur Road,Kadugodi,91,45,null,null,No,null,101,Cash,3,4.9,4.5,#NAME?
2024-07-18 11:07:00,11:07:00,CNR5373989663,Success,CID563942,Prime Plus,Kengeri,Shantinagar,119,145,null,null,Yes,Vehicle Breakdown,472,Cash,37,3.4,3,#NAME?
2024-07-12 2:48:00,02:48:00,CNR4868185514,Canceled by Driver,CID295360,Prime SUV,Cox Town,Varthur,null,null,null,More than permitted people in there,null,null,108,null,0,null,null,#NAME?
2024-07-25 21:46:00,21:46:00,CNR7944645631,Success,CID858330,Mini,Vijayanagar,Koramangala,245,145,null,null,No,null,228,Cash,17,3.9,3.7,#NAME?
2024-07-06 18:04:00,18:04:00,CNR1074910093,Canceled by Customer,CID663284,Prime Plus,Koramangala,Bellandur,null,null,Driver asked to cancel,null,null,null,372,null,0,null,null,#NAME?
2024-07-13 15:51:00,15:51:00,CNR6486917856,Success,CID586916,Bike,Yelahanka,Richmond Town,287,55,null,null,No,null,176,Cash,21,3.9,3.5,#NAME?
2024-07-12 10:56:00,10:56:00,CNR5252823824,Success,CID955223,Auto,Hebbal,Magadi Road,252,135,null,null,No,null,171,Cash,9,4.8,3.2,#NAME?
2024-07-10 21:57:00,21:57:00,CNR5668761398,Success,CID609174,eBike,JP Nagar,JP Nagar,84,30,null,null,No,null,247,Cash,35,4.7,3.4,#NAME?
2024-07-03 13:05:00,13:05:00,CNR8107212916,Success,CID921978,Auto,Vijayanagar,JP Nagar,266,40,null,null,No,null,290,UPI,11,3.8,4.9,#NAME?
2024-07-19 13:14:00,13:14:00,CNR8857987435,Success,CID601674,eBike,BTM Layout,Hosur Road,294,25,null,null,No,null,142,UPI,26,3,5,#NAME?
2024-07-01 20:40:00,20:40:00,CNR3056717048,Success,CID687425,Prime Sedan,Ulsoor,RT Nagar,154,60,null,null,No,null,431,UPI,28,4.3,4.2,#NAME?
2024-07-08 19:17:00,19:17:00,CNR3884389892,Driver Not Found,CID199889,Prime SUV,Indiranagar,KR Puram,null,null,null,null,null,null,163,null,0,null,null,#NAME?
2024-07-10 17:57:00,17:57:00,CNR7744279245,Success,CID416651,Auto,Rajajinagar,Malleshwaram,168,50,null,null,No,null,329,UPI,16,3.2,4.1,#NAME?
2024-07-23 0:11:00,00:11:00,CNR4755915494,Driver Not Found,CID474191,Prime SUV,Chickpet,RT Nagar,null,null,null,null,null,null,214,null,0,null,null,#NAME?
2024-07-05 11:43:00,11:43:00,CNR4081387109,Success,CID712444,Bike,Hulimavu,Majestic,147,140,null,null,No,null,367,Cash,3,4.5,4.1,#NAME?
2024-07-01 14:08:00,14:08:00,CNR1318227358,Driver Not Found,CID284639,Bike,Cox Town,Chamarajpet,null,null,null,null,null,null,2804,null,0,null,null,#NAME?
2024-07-21 9:36:00,09:36:00,CNR6837723961,Driver Not Found,CID824657,Mini,Cox Town,Chamarajpet,null,null,null,null,null,null,301,null,0,null,null,#NAME?
2024-07-20 20:40:00,20:40:00,CNR5608981566,Canceled by Customer,CID517182,eBike,Hennur,Bannerghatta Road,null,null,Driver is not moving towards pickup location,null,null,null,113,null,0,null,null,#NAME?
2024-07-23 0:55:00,00:55:00,CNR2986109861,Success,CID666855,Bike,MG Road,Rajarajeshwari Nagar,91,25,null,null,Yes,Vehicle Breakdown,497,Cash,23,4.3,3.9,#NAME?
2024-07-18 0:00:00,00:00:00,CNR6581451423,Success,CID476481,Prime Plus,Sarjapur Road,Padmanabhanagar,56,140,null,null,No,null,431,Cash,27,3.7,4.2,#NAME?
2024-07-23 0:43:00,00:43:00,CNR5740784539,Driver Not Found,CID590415,Mini,Malleshwaram,Rajarajeshwari Nagar,null,null,null,null,null,null,271,null,0,null,null,#NAME?
2024-07-17 20:50:00,20:50:00,CNR2878423009,Canceled by Driver,CID292254,Mini,BTM Layout,MG Road,null,null,null,More than permitted people in there,null,null,474,null,0,null,null,#NAME?
2024-07-05 3:56:00,03:56:00,CNR4356083102,Driver Not Found,CID462952,Mini,Devanahalli,Ulsoor,null,null,null,null,null,null,390,null,0,null,null,#NAME?
2024-07-12 11:32:00,11:32:00,CNR6995259375,Driver Not Found,CID310955,Mini,Frazer Town,Majestic,null,null,null,null,null,null,144,null,0,null,null,#NAME?
2024-07-20 13:42:00,13:42:00,CNR6172824075,Canceled by Driver,CID717434,Prime SUV,Magadi Road,Bannerghatta Road,null,null,null,Personal & Car related issue,null,null,230,null,0,null,null,#NAME?
2024-07-01 17:32:00,17:32:00,CNR4355915231,Success,CID704744,Bike,JP Nagar,Frazer Town,266,135,null,null,No,null,133,UPI,1,4,4.8,#NAME?
2024-07-02 17:19:00,17:19:00,CNR4480328835,Success,CID111921,Prime Plus,Shantinagar,Cox Town,294,45,null,null,Yes,Vehicle Breakdown,1078,Cash,23,3.3,3.3,#NAME?
2024-07-11 16:53:00,16:53:00,CNR8161292505,Success,CID370139,eBike,Vijayanagar,Padmanabhanagar,147,120,null,null,No,null,288,Cash,37,3.9,3.2,#NAME?
2024-07-30 3:46:00,03:46:00,CNR4215038339,Driver Not Found,CID205346,Prime SUV,RT Nagar,Banashankari,null,null,null,null,null,null,293,null,0,null,null,#NAME?
2024-07-26 3:25:00,03:25:00,CNR1563717389,Success,CID474923,Prime SUV,Electronic City,Electronic City,189,25,null,null,No,null,357,UPI,44,4,3.1,#NAME?
2024-07-24 8:27:00,08:27:00,CNR9909128718,Success,CID820470,Auto,Kadugodi,Ulsoor,147,65,null,null,No,null,358,UPI,17,3.8,3.5,#NAME?
2024-07-11 14:03:00,14:03:00,CNR7912312372,Success,CID418574,eBike,Cox Town,Ramamurthy Nagar,196,135,null,null,No,null,464,Credit Card,1,3.3,5,#NAME?
2024-07-14 2:25:00,02:25:00,CNR4372834530,Success,CID491924,Mini,Tumkur Road,Hebbal,252,140,null,null,No,null,115,Cash,29,4.4,5,#NAME?
